,0,1,2,3,4
f13,0.28472776751849566,0.0,0.0,0.1195253733726282,0.23415096976198896
f12,0.0,0.18150848216034673,0.0,0.0,0.0
f17,0.0,0.09224107537039772,0.0,0.0,0.17343608318923967
f16,0.0,0.0,0.19090498559068478,0.0,0.0
f5,0.0,0.22625044246925555,0.11196140085347779,0.0,0.0
f8,0.21527223248150434,0.0,0.19713361355583742,0.18055555371976056,0.0
f2,0.0,0.0,0.0,0.0,0.0
f11,0.0,0.0,0.0,0.18055555371976056,0.23415096976198896
f6,0.0,0.18150848216034673,0.0,0.19991907290761118,0.0
f0,0.0,0.0,0.0,0.0,0.0
f14,0.0,0.0,0.11196140085347779,0.0,0.17343608318923967
f1,0.0,0.0,0.19713361355583742,0.0,0.0
f3,0.0,0.0,0.0,0.0,0.09241294704877141
f15,0.14574175395701808,0.22625044246925555,0.19090498559068478,0.1195253733726282,0.0
f19,0.0,0.09224107537039772,0.0,0.0,0.0
f10,0.13898601356147758,0.0,0.0,0.0,0.09241294704877141
f4,0.0,0.0,0.0,0.0,0.0
f7,0.21527223248150434,0.0,0.0,0.19991907290761118,0.0
f18,0.0,0.0,0.0,0.0,0.0
f9,0.0,0.0,0.0,0.0,0.0
